"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"0500000US17037","DeKalb County, Illinois","36690","1355","59285","4292","88.6","2.4","63413","5428","N","N","30182","19223","N","N","-","**","N","N","N","N","N","N","-","**","N","N","35894","21630","N","N","65360","48296","N","N","42545","15132","84.0","2.4","64472","4802","10.3","2.4","27050","4551","35.4","3.1","58071","10013","34.3","2.5","80129","6506","19.9","1.6","48859","7410","23365","1373","72853","8982","N","N","60178","9385","N","N","83855","8363","N","N","90764","7057","N","N","33035","9118","N","N","45177","13075","13325","1240","34420","5147","51.1","6.7","33462","6715","34.4","6.1","31993","8057","16.7","5.2","35737","16606","48.9","6.7","35168","13402","34.0","6.2","31710","7442","14.9","4.5","49078","11067","28.2","(X)","(X)","(X)","26.2","(X)","(X)","(X)","29.6","(X)","(X)","(X)",
"0500000US17043","DuPage County, Illinois","341320","2393","84908","2000","80.5","0.8","87328","2409","5.4","0.4","50730","9922","N","N","N","N","9.4","0.4","104261","7671","N","N","N","N","2.9","0.5","42429","12673","1.6","0.3","55378","11327","9.4","0.5","61797","6609","74.5","0.7","89243","2818","2.0","0.4","47016","15173","31.7","0.7","87650","4302","42.9","0.7","102027","3583","23.4","0.5","53674","2322","233207","4129","105790","1877","44.1","1.1","108573","3587","55.9","1.1","104036","3037","81.0","1.1","116580","2286","13.8","0.9","50610","5525","5.2","0.6","66985","13627","108113","3745","46466","2094","54.0","2.1","40778","2089","46.9","2.0","36345","2371","7.1","1.2","84715","10069","46.0","2.1","55282","4358","38.3","2.1","50071","3401","7.7","1.2","80211","6032","35.9","(X)","(X)","(X)","35.4","(X)","(X)","(X)","35.4","(X)","(X)","(X)",
"0500000US17089","Kane County, Illinois","175360","2537","73347","3577","77.3","1.4","81120","3297","5.4","0.7","28273","7013","N","N","80959","35844","N","N","118347","27740","N","N","-","**","12.3","1.2","53887","6341","N","N","48777","20827","22.5","1.0","55741","3646","67.8","1.2","84791","5381","2.3","0.6","54787","21728","33.3","1.1","72311","6944","43.5","1.4","92358","8111","20.9","1.2","45223","3855","129929","3594","88243","4159","47.3","1.7","85198","8489","52.7","1.7","91870","4732","77.9","2.0","103087","3082","16.1","1.7","36621","8308","6.1","1.1","49668","7437","45431","3260","35924","3557","51.5","3.6","32053","2559","40.4","3.4","28475","3322","11.1","2.5","56590","10279","48.5","3.6","41622","8041","39.9","3.3","36917","6382","8.6","2.5","92787","15450","37.3","(X)","(X)","(X)","38.5","(X)","(X)","(X)","31.2","(X)","(X)","(X)",
"0500000US17091","Kankakee County, Illinois","39314","1235","54911","4196","81.0","1.9","62017","4781","14.9","1.3","32121","11210","N","N","-","**","N","N","101194","12679","N","N","-","**","N","N","45826","16778","N","N","N","N","N","N","45285","13576","76.8","1.9","63140","4351","4.6","1.7","35750","21752","29.0","2.2","61405","7781","39.1","1.8","64220","6329","27.3","1.6","41707","4270","26614","1503","65122","4426","N","N","63911","11323","N","N","65408","4452","N","N","76862","3460","N","N","30027","8507","N","N","45311","15888","12700","1252","36396","3500","53.5","5.4","34947","4673","43.0","5.4","32432","3231","10.5","4.4","58996","6509","46.5","5.4","37471","5077","33.3","5.3","30494","15774","13.3","4.9","55921","28521","39.7","(X)","(X)","(X)","40.9","(X)","(X)","(X)","36.9","(X)","(X)","(X)",
"0500000US17093","Kendall County, Illinois","40752","620","90482","5300","81.9","3.7","95050","8149","N","N","90266","9625","N","N","-","**","N","N","N","N","N","N","-","**","N","N","81358","31021","N","N","91596","40078","N","N","86426","10623","75.6","3.7","94690","9456","N","N","-","**","N","N","90236","8652","N","N","113177","19534","N","N","38773","3580","33264","1830","97266","9796","N","N","94627","9573","N","N","101115","20653","N","N","107744","12095","N","N","66000","17936","N","N","105531","48549","7488","1785","40421","10895","68.7","11.7","37673","14084","60.0","11.9","31741","11868","8.7","8.2","95681","55912","31.3","11.7","53939","33176","25.7","11.0","50008","25659","5.6","6.0","83695","227","34.8","(X)","(X)","(X)","34.8","(X)","(X)","(X)","31.9","(X)","(X)","(X)",
"0500000US17097","Lake County, Illinois","244390","2370","83152","2281","79.6","0.9","89356","3521","7.2","0.5","39815","5069","N","N","N","N","6.5","0.5","119054","12068","N","N","-","**","5.3","0.7","47269","9618","N","N","55994","23458","15.4","0.7","56495","5478","69.8","0.9","95225","4497","2.6","0.6","39232","8833","30.3","0.8","80400","5329","44.7","0.8","107019","4143","22.4","0.7","57466","3478","176731","3881","103143","3048","49.5","1.3","101387","2412","50.5","1.3","105413","5076","79.8","1.8","117252","4756","15.1","1.5","45827","3940","5.1","0.9","53226","15263","67659","3753","40724","1273","54.7","2.8","39006","3431","47.5","2.6","34486","4247","7.2","1.5","78430","9081","45.3","2.8","41906","4989","34.8","2.8","37415","5410","10.5","1.8","72595","10268","31.5","(X)","(X)","(X)","31.8","(X)","(X)","(X)","29.7","(X)","(X)","(X)",
"0500000US17099","LaSalle County, Illinois","44753","1080","57476","4428","97.0","1.0","58550","4380","N","N","N","N","N","N","-","**","N","N","-","**","N","N","-","**","N","N","38750","20063","N","N","N","N","N","N","44500","14644","92.0","1.3","59180","4291","3.6","1.3","29345","32465","27.5","1.9","61907","8060","41.4","1.9","70243","4777","27.4","1.5","36456","5764","30051","1761","70536","3640","39.0","3.2","70622","8125","61.0","3.2","70500","4997","75.3","3.2","80534","4323","16.7","2.9","34203","10584","8.0","2.3","44479","11142","14702","1326","26649","3884","47.7","4.9","23280","4858","42.6","4.8","21497","3324","5.1","1.9","82390","16739","52.3","4.9","33244","10030","43.4","5.7","25565","8056","8.8","4.1","67299","8087","39.0","(X)","(X)","(X)","39.0","(X)","(X)","(X)","36.4","(X)","(X)","(X)",
"0500000US17111","McHenry County, Illinois","110717","1470","81063","3439","94.6","0.9","81630","3213","N","N","127969","64168","N","N","27433","17641","N","N","94375","43037","N","N","-","**","N","N","41151","34660","N","N","43715","7151","8.2","0.7","57008","8230","87.9","0.9","83635","3604","1.3","0.5","40221","23297","29.5","1.1","84887","5427","46.5","1.3","96130","4116","22.7","1.0","48399","6303","80190","2573","92349","4282","46.1","1.9","90945","3624","53.9","1.9","95655","4462","79.9","2.7","102135","4921","13.9","2.1","44583","9575","6.3","1.5","59139","5343","30527","2526","41138","2371","53.6","4.2","35182","6305","44.9","3.8","28626","3444","8.8","3.3","69035","11510","46.4","4.2","46537","5566","35.6","3.5","41819","2099","10.8","3.0","78125","29072","31.4","(X)","(X)","(X)","32.5","(X)","(X)","(X)","28.0","(X)","(X)","(X)",
"0500000US17113","McLean County, Illinois","65644","1378","62156","4964","86.0","1.6","62638","5947","7.9","0.8","40339","11607","N","N","-","**","N","N","101336","34474","N","N","-","**","N","N","66275","22814","N","N","87895","63462","N","N","47318","22612","83.1","1.6","63886","6096","8.5","1.2","22056","4899","34.4","1.5","66907","9880","37.2","1.6","81165","4075","19.9","1.1","46942","4383","40735","1416","83103","5456","45.2","2.8","79716","4887","54.8","2.8","87862","7321","77.1","3.0","97595","8401","15.9","2.6","32441","10822","7.0","2.2","56019","10770","24909","1807","40086","4256","52.0","4.0","30178","3286","41.3","4.1","30620","3260","10.6","2.5","28629","11046","48.0","4.0","46677","6520","34.8","4.2","43842","5707","13.3","3.3","64006","6262","33.9","(X)","(X)","(X)","33.5","(X)","(X)","(X)","33.3","(X)","(X)","(X)",
"0500000US17115","Macon County, Illinois","44002","1353","46198","4254","80.8","1.8","50938","3606","12.1","1.6","21297","9162","N","N","N","N","N","N","64834","58855","N","N","-","**","N","N","-","**","N","N","26625","16758","N","N","N","N","79.6","1.9","51026","3592","4.9","1.5","27879","16780","28.8","1.9","47908","7340","37.6","1.9","54633","6567","28.8","1.6","40487","4488","26865","1474","62985","4032","40.7","3.5","48715","11894","59.3","3.5","69793","6939","68.3","3.0","79345","4599","24.6","3.4","21325","1675","7.1","2.4","41582","15453","17137","1580","28217","3315","59.2","4.4","26606","4819","52.4","4.3","24543","5918","6.8","2.5","36460","20707","40.8","4.4","32525","9760","35.4","4.3","26143","7901","5.4","2.0","65602","6493","35.4","(X)","(X)","(X)","35.1","(X)","(X)","(X)","35.5","(X)","(X)","(X)",
"0500000US17119","Madison County, Illinois","105465","2808","56035","3576","90.1","1.0","60378","2487","7.8","0.8","34144","10806","N","N","-","**","N","N","34486","20551","N","N","-","**","N","N","65398","59209","N","N","48656","16779","N","N","40659","11780","88.5","1.0","60631","2408","3.3","0.7","30970","6128","31.3","1.4","64227","6196","38.8","1.3","69421","6400","26.6","1.0","40784","3468","66801","2821","74099","5162","41.4","2.3","75294","9682","58.6","2.3","73217","5740","75.0","2.4","90683","3461","17.6","2.0","35896","7424","7.4","1.4","49464","10287","38664","2714","32333","2574","52.1","3.5","28449","3900","41.6","3.4","24999","3137","10.5","2.4","46373","8065","47.9","3.5","40811","4884","34.8","3.3","37836","8443","13.1","2.9","51514","16103","36.0","(X)","(X)","(X)","35.4","(X)","(X)","(X)","35.9","(X)","(X)","(X)",
"0500000US17143","Peoria County, Illinois","73209","1808","51975","2349","77.2","1.3","58329","2461","16.5","1.1","25918","3493","N","N","86069","12455","N","N","90415","3227","N","N","-","**","N","N","43836","32230","N","N","40667","13454","N","N","N","N","75.1","1.2","58620","2497","3.8","1.1","25536","13577","35.1","1.7","60966","9237","35.8","1.7","58700","2244","25.4","1.4","42792","6235","45227","2111","69747","4506","43.6","2.7","67350","6234","56.4","2.7","72800","6661","70.1","2.9","89489","3054","24.5","2.9","32334","7197","5.4","1.6","36329","14071","27982","1943","29476","3529","53.4","3.2","25130","2637","48.0","3.4","23925","2310","5.4","1.7","49414","20220","46.6","3.2","36432","7346","40.8","3.4","33763","6816","5.7","1.9","60976","9276","32.2","(X)","(X)","(X)","31.9","(X)","(X)","(X)","31.2","(X)","(X)","(X)",
"0500000US17161","Rock Island County, Illinois","60206","1162","50948","1816","86.4","1.6","52137","2714","8.3","1.2","37157","7567","N","N","N","N","N","N","N","N","N","N","-","**","N","N","37689","5101","N","N","58905","22938","N","N","40440","6308","80.6","1.4","53029","3558","3.8","1.2","28940","14516","31.6","1.8","51786","4055","35.5","1.6","62810","9741","29.1","1.2","45243","7803","38795","1914","61608","3868","41.2","3.1","50807","4898","58.8","3.1","69571","7124","73.2","3.3","76875","5890","19.5","2.8","31959","9085","7.3","2.1","42476","11822","21411","1843","34596","3225","52.5","3.2","28215","3034","45.8","3.7","25804","2854","6.7","2.6","71500","17552","47.5","3.2","39050","5059","41.1","3.9","37333","4351","6.4","2.3","51502","12226","35.3","(X)","(X)","(X)","36.6","(X)","(X)","(X)","30.4","(X)","(X)","(X)",
"0500000US17163","St. Clair County, Illinois","104782","2295","50267","2369","67.1","1.3","60819","4558","29.5","1.2","31771","3334","N","N","16513","4151","N","N","62286","59842","N","N","-","**","N","N","N","N","N","N","N","N","N","N","72808","22157","65.7","1.3","60024","4844","3.6","0.9","30716","11760","33.4","1.4","48972","3513","40.1","1.3","62891","6667","22.8","1.2","41912","6250","67611","2766","67796","4754","39.3","2.5","55194","12305","60.7","2.5","74244","5086","66.1","3.0","90152","5348","26.1","2.7","30564","3366","7.8","1.9","51073","21869","37171","2390","30234","3392","51.8","3.5","23481","3735","44.9","3.6","21648","2980","6.9","2.3","48822","11556","48.2","3.5","36731","4707","39.1","3.4","33478","6792","9.1","2.7","51199","19996","37.9","(X)","(X)","(X)","38.8","(X)","(X)","(X)","35.5","(X)","(X)","(X)",
"0500000US17167","Sangamon County, Illinois","82959","1528","53782","3373","85.5","1.1","57475","4415","11.1","1.0","25771","6958","N","N","N","N","N","N","61191","11493","N","N","-","**","N","N","65009","29907","N","N","44565","13215","N","N","59464","30868","84.7","1.1","57527","4583","4.0","1.0","33634","16756","31.9","1.4","53415","4822","37.9","1.1","68349","9392","26.2","1.0","46960","5316","50370","2052","72490","6898","41.5","2.6","62209","6614","58.5","2.6","77270","3221","70.9","2.5","88346","4249","22.5","2.4","37112","8563","6.6","1.5","45262","8780","32589","2086","36182","3197","54.9","3.1","31878","3037","47.2","3.3","30196","3067","7.7","2.2","55698","3320","45.1","3.1","40541","1971","35.7","3.8","38669","3619","9.4","2.4","57771","11305","38.4","(X)","(X)","(X)","38.4","(X)","(X)","(X)","38.2","(X)","(X)","(X)",
"0500000US17179","Tazewell County, Illinois","56051","919","60152","3578","97.5","0.8","60622","2757","N","N","32862","31457","N","N","20441","19312","N","N","N","N","N","N","-","**","N","N","-","**","N","N","51563","33941","N","N","44944","22810","96.5","0.9","60892","2501","3.8","0.9","56137","10717","31.7","1.5","71995","5031","36.7","1.4","63478","5666","27.8","1.2","44785","4604","38030","1843","72555","4219","41.7","2.3","75929","6137","58.3","2.3","70258","7757","76.9","3.0","82889","5748","16.3","2.9","32313","10554","6.8","2.3","48851","3774","18021","1586","39040","3903","58.2","5.1","31324","3946","50.3","5.0","29040","4728","7.9","3.0","62811","18634","41.8","5.1","50540","10311","34.8","4.8","46488","7942","7.0","3.0","65485","11216","39.5","(X)","(X)","(X)","36.1","(X)","(X)","(X)","45.5","(X)","(X)","(X)",
"0500000US17183","Vermilion County, Illinois","31928","1221","45481","3398","85.3","1.8","47998","3740","N","N","20574","6639","N","N","-","**","N","N","61645","25447","N","N","-","**","N","N","-","**","N","N","65362","55069","N","N","62623","40559","83.9","1.7","47850","3658","4.7","1.4","25658","15808","30.0","2.1","50276","5955","35.1","2.3","50783","6370","30.3","1.9","40615","3242","20303","1463","55811","5460","N","N","51744","6172","N","N","58086","3596","N","N","67028","5531","N","N","22147","8960","N","N","45126","21763","11625","1357","28566","4585","51.7","5.4","24988","3652","46.7","5.2","23482","3690","5.0","2.8","50498","20336","48.3","5.4","32011","10262","40.4","5.1","30997","7599","7.9","3.5","40395","10543","42.3","(X)","(X)","(X)","42.1","(X)","(X)","(X)","42.1","(X)","(X)","(X)",
"0500000US17197","Will County, Illinois","228068","2414","81438","2505","77.2","0.8","85367","2124","11.3","0.6","53885","8699","N","N","85076","74629","4.7","0.3","111607","22802","N","N","-","**","5.1","0.7","57405","10923","1.4","0.3","60987","22059","11.8","0.6","70175","9825","71.0","0.7","85508","2234","1.3","0.3","47569","16490","32.5","0.9","87840","3490","44.6","0.9","98289","4298","21.6","0.6","48550","3268","171154","3498","94774","3828","49.0","1.3","101439","1895","51.0","1.3","89730","3411","79.3","1.3","105853","4307","15.5","1.2","42845","5442","5.2","0.8","75143","8611","56914","3032","40964","1964","51.8","2.7","31326","2030","45.9","2.7","28879","4154","5.9","1.5","53433","6247","48.2","2.7","51483","2792","38.0","2.7","46311","8309","10.3","2.1","89684","7801","36.3","(X)","(X)","(X)","36.7","(X)","(X)","(X)","33.0","(X)","(X)","(X)",
"0500000US17199","Williamson County, Illinois","26761","1084","48409","3426","91.4","2.2","49478","3186","N","N","N","N","N","N","-","**","N","N","-","**","N","N","-","**","N","N","-","**","N","N","75365","67680","N","N","44654","14913","90.1","2.1","49439","3614","5.5","2.7","10013","7793","26.8","3.3","62235","14752","38.2","2.3","56656","9847","29.4","2.5","37028","5409","16165","1380","65434","8029","N","N","63343","10214","N","N","66258","10549","N","N","71876","4601","N","N","35363","24273","N","N","44410","10244","10596","1270","27057","5828","55.8","7.3","17753","9038","45.9","7.4","14662","6711","9.8","5.4","47557","31033","44.2","7.3","39033","4600","38.1","7.3","38151","7753","6.1","3.9","60205","34845","38.2","(X)","(X)","(X)","34.2","(X)","(X)","(X)","42.1","(X)","(X)","(X)",
"0500000US17201","Winnebago County, Illinois","114996","1992","49749","2160","82.3","1.3","53667","3157","11.7","0.9","29192","5635","N","N","-","**","N","N","45860","12952","N","N","-","**","N","N","40865","9794","N","N","43291","15046","9.3","0.6","35915","6456","75.4","1.3","56092","2277","4.0","0.9","35649","9771","30.9","1.3","51259","5941","39.3","1.2","56081","4906","25.8","1.0","41879","2377","74632","2237","59584","2456","43.9","2.2","49564","4877","56.1","2.2","66372","4146","67.1","2.9","75777","3895","23.9","2.6","30624","3881","8.9","1.5","48874","9559","40364","2304","28922","2413","53.4","3.3","23707","2020","45.4","3.0","21150","2503","7.9","1.8","50981","4114","46.6","3.3","35983","2325","37.3","3.4","32829","4631","9.3","1.9","54688","13805","35.0","(X)","(X)","(X)","35.7","(X)","(X)","(X)","32.8","(X)","(X)","(X)",
"0500000US18003","Allen County, Indiana","142762","2009","51173","1460","81.6","0.9","54977","2274","12.2","0.9","24769","2958","N","N","N","N","3.0","0.3","52955","23271","N","N","-","**","N","N","35779","7550","N","N","31243","8908","5.0","0.6","41253","4539","77.7","1.0","55606","2500","5.1","0.8","27844","6323","34.6","1.0","53957","2932","38.1","1.1","61706","4368","22.2","0.8","39755","3768","89988","3630","64760","2430","46.1","1.9","56585","6457","53.9","1.9","69545","2644","74.2","2.4","74279","3070","19.6","1.9","26873","2537","6.1","1.2","50978","4350","52774","3126","31784","1914","47.7","2.6","27659","2695","40.3","2.5","24842","3683","7.4","1.8","51604","12967","52.3","2.6","36776","2748","42.1","2.8","32840","5045","10.2","1.9","51098","6562","34.8","(X)","(X)","(X)","35.7","(X)","(X)","(X)","32.2","(X)","(X)","(X)",
"0500000US18005","Bartholomew County, Indiana","31626","953","59102","5718","87.9","2.1","56693","5834","N","N","N","N","N","N","-","**","N","N","87133","12989","N","N","-","**","N","N","N","N","N","N","N","N","N","N","33059","17056","86.0","2.4","57058","5392","4.3","1.7","52963","32493","35.1","2.4","66557","5661","35.9","2.3","74194","7618","24.7","2.3","38911","6958","20924","1521","67945","7931","N","N","61132","13729","N","N","73755","6482","N","N","81112","7121","N","N","30652","8079","N","N","51402","10311","10702","1418","37669","7175","51.6","8.0","33819","8598","47.6","7.8","31841","9771","3.9","2.3","46490","11279","48.4","8.0","43977","12904","37.9","7.0","35550","7529","10.6","4.9","85650","43935","35.4","(X)","(X)","(X)","37.0","(X)","(X)","(X)","31.4","(X)","(X)","(X)",
"0500000US18019","Clark County, Indiana","42498","1548","51401","2832","91.3","1.6","52927","3473","N","N","45929","14485","N","N","-","**","N","N","-","**","N","N","-","**","N","N","37344","25180","N","N","26195","22385","N","N","39459","4916","88.1","1.5","54163","4540","2.4","1.2","40267","9091","34.9","2.7","54878","7398","39.4","2.5","55284","8553","23.3","2.0","42094","5980","28039","1795","68393","7580","N","N","67229","11550","N","N","70511","10036","N","N","78037","5005","N","N","41619","14823","N","N","36008","12438","14459","1566","30780","5620","54.5","6.1","26965","2105","46.4","5.8","26100","1514","8.1","3.5","54883","10047","45.5","6.1","39930","5053","37.9","6.0","32218","14131","7.6","3.4","52854","12917","30.2","(X)","(X)","(X)","30.9","(X)","(X)","(X)","28.1","(X)","(X)","(X)",
"0500000US18035","Delaware County, Indiana","46720","1458","41041","3086","90.5","1.6","41837","3299","N","N","26806","20790","N","N","N","N","N","N","N","N","N","N","-","**","N","N","N","N","N","N","N","N","N","N","N","N","89.9","1.6","41601","3239","11.5","2.2","19355","5953","27.1","1.8","43285","5932","34.8","2.2","55906","5322","26.6","1.6","34254","3696","26626","1618","56569","3865","N","N","46875","12417","N","N","61428","6525","N","N","70411","6046","N","N","20700","3390","N","N","38660","1886","20094","1755","24768","3002","54.9","4.7","22734","2110","45.7","4.6","22902","2109","9.2","2.7","19307","10472","45.1","4.7","34901","8940","32.3","4.7","30822","12610","12.8","3.3","45305","12664","41.2","(X)","(X)","(X)","43.1","(X)","(X)","(X)","38.0","(X)","(X)","(X)",
